Order_ID,Date,Region,City,Retailer_Type,Product,Category,Units_Sold,Price_per_Unit,Discount_%,Revenue,Cost_per_Unit,Profit,Promotion,Sales_Channel,Demand_Level,Profit_Margin_%,Season,Retailer_Tier,Promotion_Effectiveness,Stock_Risk_Level,Region_Market_Share_%,Repeat_Retailer,Price_Sensitivity,Growth_vs_Last_Month
13930,2024-04-24,North,Chandigarh,Supermarket,Maaza,Juice,118,20,10,2124.0,11.58,757.17,No,Direct,Medium,35.65,Summer,Gold,Not Effective,Low,24.98,Repeat,Discount Lover,Increase
13931,2023-07-11,North,Lucknow,Supermarket,Fanta,Carbonated,251,40,5,9538.0,26.06,2996.05,No,Distributor,High,31.41,Monsoon,Gold,Not Effective,Medium,24.98,Repeat,Regular Buyer,Increase
13932,2024-12-13,North,Lucknow,Online,Limca,Carbonated,354,30,5,10089.0,17.74,3809.17,No,Distributor,Bulk,37.76,Winter,Bronze,Not Effective,High,24.98,Repeat,Regular Buyer,Increase
13933,2023-08-09,East,Bhubaneswar,Online,Maaza,Juice,189,40,5,7182.0,28.15,1860.81,Yes,Direct,High,25.91,Monsoon,Bronze,Not Effective,Medium,25.3,Repeat,Regular Buyer,Increase
13934,2024-12-15,West,Mumbai,Online,Sprite,Carbonated,54,45,0,2430.0,30.15,801.91,Yes,Direct,Medium,33.0,Winter,Bronze,Not Effective,Low,24.95,Repeat,Premium Buyer,Increase
13935,2024-03-27,South,Hyderabad,Supermarket,Sprite,Carbonated,190,35,10,5985.0,20.21,2145.9,No,Distributor,High,35.85,Summer,Gold,Not Effective,Medium,24.77,Repeat,Discount Lover,Decrease
13936,2024-06-05,North,Jaipur,Supermarket,Sprite,Carbonated,447,45,15,17097.75,25.32,5778.77,No,Distributor,Bulk,33.8,Summer,Gold,Not Effective,High,24.98,Repeat,Discount Lover,Increase
13937,2024-08-11,South,Hyderabad,Kirana,Fanta,Carbonated,76,40,15,2584.0,22.66,861.68,No,Distributor,Medium,33.35,Monsoon,Silver,Not Effective,Low,24.77,Repeat,Discount Lover,Increase
13938,2024-08-22,South,Kochi,Online,Limca,Carbonated,397,45,0,17865.0,34.26,4261.99,Yes,Direct,Bulk,23.86,Monsoon,Bronze,Effective,High,24.77,Repeat,Premium Buyer,Decrease
13939,2024-08-28,East,Kolkata,Kirana,Fanta,Carbonated,182,30,5,5187.0,22.48,1096.39,No,Direct,High,21.14,Monsoon,Silver,Not Effective,Medium,25.3,Repeat,Regular Buyer,Decrease
13940,2023-03-13,North,Jaipur,Supermarket,Sprite,Carbonated,249,40,0,9960.0,20.4,4880.66,No,Direct,High,49.0,Summer,Gold,Not Effective,Medium,24.98,Repeat,Premium Buyer,Increase
13941,2023-03-04,East,Patna,Kirana,Limca,Carbonated,414,40,10,14904.0,25.74,4249.08,No,Distributor,Bulk,28.51,Summer,Silver,Not Effective,High,25.3,Repeat,Discount Lover,Increase
13942,2024-01-10,East,Patna,Online,Sprite,Carbonated,392,20,5,7448.0,14.31,1840.06,No,Distributor,Bulk,24.71,Winter,Bronze,Not Effective,High,25.3,Repeat,Regular Buyer,Decrease
13943,2024-02-13,North,Chandigarh,Online,Coke,Carbonated,150,20,10,2700.0,14.74,488.43,Yes,Direct,High,18.09,Winter,Bronze,Not Effective,Low,24.98,Repeat,Discount Lover,Decrease
13944,2023-03-17,North,Jaipur,Kirana,Maaza,Juice,412,50,5,19570.0,28.15,7973.05,No,Direct,Bulk,40.74,Summer,Silver,Not Effective,High,24.98,Repeat,Regular Buyer,Increase
13945,2024-10-14,East,Patna,Kirana,Coke,Carbonated,198,50,0,9900.0,38.71,2234.97,No,Distributor,High,22.58,Monsoon,Silver,Not Effective,Medium,25.3,Repeat,Premium Buyer,Decrease
13946,2024-03-24,East,Patna,Supermarket,Fanta,Carbonated,118,45,5,5044.5,23.25,2300.97,Yes,Distributor,Medium,45.61,Summer,Gold,Not Effective,Low,25.3,Repeat,Regular Buyer,Increase
13947,2024-04-22,South,Chennai,Kirana,Sprite,Carbonated,256,30,15,6528.0,23.85,423.07,No,Direct,High,6.48,Summer,Silver,Not Effective,Medium,24.77,Repeat,Discount Lover,Increase
13948,2023-08-13,East,Bhubaneswar,Kirana,Sprite,Carbonated,336,30,15,8568.0,16.96,2869.84,No,Distributor,Bulk,33.49,Monsoon,Silver,Not Effective,High,25.3,Repeat,Discount Lover,Increase
13949,2024-11-18,East,Kolkata,Supermarket,Coke,Carbonated,248,20,5,4712.0,15.79,797.08,No,Direct,High,16.92,Winter,Gold,Not Effective,Medium,25.3,Repeat,Regular Buyer,Increase
13950,2024-01-09,East,Patna,Online,Limca,Carbonated,168,50,5,7980.0,39.08,1415.19,No,Distributor,High,17.73,Winter,Bronze,Not Effective,Medium,25.3,Repeat,Regular Buyer,Decrease
13951,2024-12-29,East,Patna,Online,Fanta,Carbonated,393,45,5,16800.75,28.65,5542.81,No,Direct,Bulk,32.99,Winter,Bronze,Not Effective,High,25.3,Repeat,Regular Buyer,Increase
13952,2024-12-14,East,Kolkata,Kirana,Maaza,Juice,103,20,5,1957.0,13.78,537.52,Yes,Distributor,Medium,27.47,Winter,Silver,Not Effective,Low,25.3,Repeat,Regular Buyer,Increase
13953,2023-04-21,North,Delhi,Kirana,Limca,Carbonated,82,25,10,1845.0,12.64,808.24,Yes,Distributor,Medium,43.81,Summer,Silver,Not Effective,Low,24.98,Repeat,Discount Lover,Increase
13954,2023-12-28,East,Kolkata,Supermarket,Fanta,Carbonated,396,40,15,13464.0,30.99,1193.6,No,Distributor,Bulk,8.87,Winter,Gold,Not Effective,High,25.3,Repeat,Discount Lover,Increase
13955,2023-11-28,South,Bengaluru,Kirana,Maaza,Juice,290,45,0,13050.0,29.9,4379.22,Yes,Direct,High,33.56,Winter,Silver,Effective,Medium,24.77,Repeat,Premium Buyer,Decrease
13956,2024-01-16,North,Chandigarh,Kirana,Coke,Carbonated,432,45,0,19440.0,25.75,8317.02,No,Direct,Bulk,42.78,Winter,Silver,Not Effective,High,24.98,Repeat,Premium Buyer,Increase
13957,2024-07-07,West,Mumbai,Online,Minute Maid,Juice,172,20,10,3096.0,11.54,1111.73,No,Direct,High,35.91,Monsoon,Bronze,Not Effective,Medium,24.95,Repeat,Discount Lover,Increase
13958,2024-09-04,West,Ahmedabad,Supermarket,Maaza,Juice,214,50,0,10700.0,32.63,3717.67,Yes,Direct,High,34.74,Monsoon,Gold,Not Effective,Medium,24.95,Repeat,Premium Buyer,Decrease
13959,2024-02-18,West,Surat,Online,Coke,Carbonated,148,45,15,5661.0,28.11,1501.4,No,Direct,Medium,26.52,Winter,Bronze,Not Effective,Low,24.95,Repeat,Discount Lover,Decrease
13960,2023-04-01,South,Bengaluru,Supermarket,Minute Maid,Juice,13,35,5,432.25,19.22,182.37,No,Direct,Low,42.19,Summer,Gold,Not Effective,Low,24.77,Repeat,Regular Buyer,Decrease
13961,2024-08-04,West,Ahmedabad,Supermarket,Limca,Carbonated,108,40,10,3888.0,30.33,611.85,Yes,Distributor,Medium,15.74,Monsoon,Gold,Not Effective,Low,24.95,Repeat,Discount Lover,Increase
13962,2023-12-23,West,Pune,Supermarket,Minute Maid,Juice,427,45,10,17293.5,32.98,3211.48,Yes,Distributor,Bulk,18.57,Winter,Gold,Effective,High,24.95,Repeat,Discount Lover,Decrease
13963,2023-12-08,North,Delhi,Online,Sprite,Carbonated,199,30,10,5373.0,19.49,1494.84,No,Direct,High,27.82,Winter,Bronze,Not Effective,Medium,24.98,Repeat,Discount Lover,Decrease
13964,2023-11-01,East,Guwahati,Online,Maaza,Juice,141,35,5,4688.25,23.9,1318.43,Yes,Direct,Medium,28.12,Winter,Bronze,Not Effective,Low,25.3,Repeat,Regular Buyer,Decrease
13965,2023-06-04,North,Lucknow,Supermarket,Limca,Carbonated,361,20,10,6498.0,10.78,2607.38,No,Direct,Bulk,40.13,Summer,Gold,Not Effective,High,24.98,Repeat,Discount Lover,Increase
13966,2024-05-27,West,Ahmedabad,Kirana,Limca,Carbonated,407,50,10,18315.0,36.95,3274.33,No,Distributor,Bulk,17.88,Summer,Silver,Not Effective,High,24.95,Repeat,Discount Lover,Increase
13967,2023-01-09,South,Chennai,Kirana,Fanta,Carbonated,332,25,0,8300.0,13.02,3976.82,No,Direct,Bulk,47.91,Winter,Silver,Not Effective,High,24.77,Repeat,Premium Buyer,No Data
13968,2023-10-27,South,Bengaluru,Kirana,Maaza,Juice,105,25,15,2231.25,17.38,406.49,No,Distributor,Medium,18.22,Monsoon,Silver,Not Effective,Low,24.77,Repeat,Discount Lover,Decrease
13969,2024-04-29,South,Bengaluru,Kirana,Coke,Carbonated,115,45,15,4398.75,23.62,1681.94,No,Direct,Medium,38.24,Summer,Silver,Not Effective,Low,24.77,Repeat,Discount Lover,Increase
13970,2024-11-14,North,Delhi,Online,Coke,Carbonated,259,35,15,7705.25,22.85,1788.3,No,Direct,High,23.21,Winter,Bronze,Not Effective,Medium,24.98,Repeat,Discount Lover,Decrease
13971,2023-01-14,South,Kochi,Supermarket,Minute Maid,Juice,411,45,5,17570.25,26.53,6667.17,No,Distributor,Bulk,37.95,Winter,Gold,Not Effective,High,24.77,Repeat,Regular Buyer,No Data
13972,2024-03-08,East,Bhubaneswar,Kirana,Limca,Carbonated,221,50,15,9392.5,27.85,3236.57,No,Distributor,High,34.46,Summer,Silver,Not Effective,Medium,25.3,Repeat,Discount Lover,Decrease
13973,2024-03-18,West,Mumbai,Kirana,Limca,Carbonated,81,35,15,2409.75,20.03,787.17,Yes,Distributor,Medium,32.67,Summer,Silver,Not Effective,Low,24.95,Repeat,Discount Lover,Increase
13974,2024-03-19,West,Mumbai,Online,Minute Maid,Juice,440,45,10,17820.0,33.37,3137.88,No,Distributor,Bulk,17.61,Summer,Bronze,Not Effective,High,24.95,Repeat,Discount Lover,Increase
13975,2024-11-14,South,Hyderabad,Kirana,Sprite,Carbonated,291,35,0,10185.0,21.06,4057.61,No,Direct,High,39.84,Winter,Silver,Not Effective,Medium,24.77,Repeat,Premium Buyer,Increase
13976,2023-02-04,North,Lucknow,Kirana,Fanta,Carbonated,240,35,15,7140.0,18.54,2689.67,No,Distributor,High,37.67,Winter,Silver,Not Effective,Medium,24.98,Repeat,Discount Lover,Decrease
13977,2023-11-15,South,Hyderabad,Online,Limca,Carbonated,262,30,5,7467.0,21.83,1747.71,No,Direct,High,23.41,Winter,Bronze,Not Effective,Medium,24.77,Repeat,Regular Buyer,Decrease
13978,2024-11-12,South,Chennai,Online,Maaza,Juice,216,25,10,4860.0,18.7,820.93,No,Distributor,High,16.89,Winter,Bronze,Not Effective,Medium,24.77,Repeat,Discount Lover,Decrease
13979,2024-04-20,North,Lucknow,Kirana,Sprite,Carbonated,179,35,10,5638.5,19.04,2231.21,Yes,Distributor,High,39.57,Summer,Silver,Not Effective,Medium,24.98,Repeat,Discount Lover,Increase
13980,2024-12-12,South,Chennai,Online,Limca,Carbonated,328,45,5,14022.0,35.58,2353.1,Yes,Direct,Bulk,16.78,Winter,Bronze,Effective,High,24.77,Repeat,Regular Buyer,Increase
13981,2024-06-03,South,Kochi,Supermarket,Limca,Carbonated,347,45,10,14053.5,23.32,5961.77,No,Distributor,Bulk,42.42,Summer,Gold,Not Effective,High,24.77,Repeat,Discount Lover,Increase
13982,2024-01-30,West,Pune,Online,Minute Maid,Juice,40,35,5,1330.0,17.52,629.19,No,Direct,Low,47.31,Winter,Bronze,Not Effective,Low,24.95,Repeat,Regular Buyer,Increase
13983,2023-05-12,East,Kolkata,Kirana,Coke,Carbonated,383,20,0,7660.0,13.64,2436.71,Yes,Distributor,Bulk,31.81,Summer,Silver,Effective,High,25.3,Repeat,Premium Buyer,Decrease
13984,2024-02-29,East,Kolkata,Supermarket,Minute Maid,Juice,399,45,5,17057.25,29.33,5355.61,No,Direct,Bulk,31.4,Winter,Gold,Not Effective,High,25.3,Repeat,Regular Buyer,Increase
13985,2023-07-21,West,Pune,Online,Limca,Carbonated,294,35,15,8746.5,17.85,3498.77,No,Direct,High,40.0,Monsoon,Bronze,Not Effective,Medium,24.95,Repeat,Discount Lover,Decrease
13986,2024-02-28,South,Kochi,Kirana,Coke,Carbonated,281,30,5,8008.5,18.84,2715.55,No,Direct,High,33.91,Winter,Silver,Not Effective,Medium,24.77,Repeat,Regular Buyer,Decrease
13987,2024-03-16,North,Chandigarh,Online,Maaza,Juice,387,20,5,7353.0,13.64,2075.88,No,Distributor,Bulk,28.23,Summer,Bronze,Not Effective,High,24.98,Repeat,Regular Buyer,Decrease
13988,2024-08-29,North,Lucknow,Supermarket,Minute Maid,Juice,277,50,15,11772.5,28.99,3741.67,No,Distributor,High,31.78,Monsoon,Gold,Not Effective,Medium,24.98,Repeat,Discount Lover,Decrease
13989,2023-08-16,South,Chennai,Supermarket,Coke,Carbonated,159,20,0,3180.0,14.94,804.67,Yes,Distributor,High,25.3,Monsoon,Gold,Not Effective,Medium,24.77,Repeat,Premium Buyer,Increase
13990,2024-11-18,North,Lucknow,Kirana,Coke,Carbonated,44,25,10,990.0,14.89,334.78,No,Direct,Low,33.82,Winter,Silver,Not Effective,Low,24.98,Repeat,Discount Lover,Decrease
13991,2023-03-14,West,Surat,Supermarket,Coke,Carbonated,256,25,10,5760.0,15.48,1797.06,Yes,Direct,High,31.2,Summer,Gold,Not Effective,Medium,24.95,Repeat,Discount Lover,Increase
13992,2023-12-18,North,Lucknow,Kirana,Minute Maid,Juice,363,45,15,13884.75,23.59,5323.39,Yes,Distributor,Bulk,38.34,Winter,Silver,Effective,High,24.98,Repeat,Discount Lover,Increase
13993,2023-03-15,South,Hyderabad,Kirana,Maaza,Juice,194,45,0,8730.0,34.91,1958.29,No,Direct,High,22.43,Summer,Silver,Not Effective,Medium,24.77,Repeat,Premium Buyer,Decrease
13994,2023-05-03,West,Mumbai,Supermarket,Minute Maid,Juice,384,35,5,12768.0,17.92,5888.25,Yes,Distributor,Bulk,46.12,Summer,Gold,Effective,High,24.95,Repeat,Regular Buyer,Decrease
13995,2023-09-15,East,Patna,Kirana,Limca,Carbonated,481,30,0,14430.0,15.81,6826.25,No,Distributor,Bulk,47.31,Monsoon,Silver,Not Effective,High,25.3,Repeat,Premium Buyer,Increase
13996,2023-07-07,West,Mumbai,Online,Limca,Carbonated,448,20,5,8512.0,15.23,1688.68,No,Direct,Bulk,19.84,Monsoon,Bronze,Not Effective,High,24.95,Repeat,Regular Buyer,Decrease
13997,2024-09-24,North,Jaipur,Supermarket,Limca,Carbonated,295,20,5,5605.0,11.14,2318.99,No,Distributor,High,41.37,Monsoon,Gold,Not Effective,Medium,24.98,Repeat,Regular Buyer,Decrease
13998,2023-08-05,South,Hyderabad,Kirana,Coke,Carbonated,399,25,5,9476.25,15.72,3202.02,No,Direct,Bulk,33.79,Monsoon,Silver,Not Effective,High,24.77,Repeat,Regular Buyer,Increase
13999,2024-08-28,North,Jaipur,Supermarket,Coke,Carbonated,474,50,0,23700.0,31.67,8689.35,No,Direct,Bulk,36.66,Monsoon,Gold,Not Effective,High,24.98,Repeat,Premium Buyer,Decrease
14000,2024-09-10,West,Ahmedabad,Online,Fanta,Carbonated,220,40,0,8800.0,23.73,3578.59,Yes,Distributor,High,40.67,Monsoon,Bronze,Not Effective,Medium,24.95,Repeat,Premium Buyer,Decrease
14001,2023-01-30,West,Surat,Supermarket,Coke,Carbonated,347,30,5,9889.5,23.39,1773.5,Yes,Direct,Bulk,17.93,Winter,Gold,Effective,High,24.95,Repeat,Regular Buyer,No Data
14002,2023-05-10,East,Bhubaneswar,Online,Sprite,Carbonated,233,45,0,10485.0,27.71,4027.62,No,Direct,High,38.41,Summer,Bronze,Not Effective,Medium,25.3,Repeat,Premium Buyer,Increase
14003,2023-04-30,West,Pune,Online,Fanta,Carbonated,19,50,10,855.0,28.51,313.32,Yes,Distributor,Low,36.65,Summer,Bronze,Not Effective,Low,24.95,Repeat,Discount Lover,Decrease
14004,2023-03-25,East,Bhubaneswar,Online,Maaza,Juice,394,25,15,8372.5,13.54,3038.67,No,Direct,Bulk,36.29,Summer,Bronze,Not Effective,High,25.3,Repeat,Discount Lover,Increase
14005,2023-03-23,West,Mumbai,Online,Limca,Carbonated,294,30,10,7938.0,21.84,1517.53,No,Direct,High,19.12,Summer,Bronze,Not Effective,Medium,24.95,Repeat,Discount Lover,Increase
14006,2023-06-25,South,Chennai,Supermarket,Minute Maid,Juice,89,45,0,4005.0,32.29,1131.57,No,Distributor,Medium,28.25,Summer,Gold,Not Effective,Low,24.77,Repeat,Premium Buyer,Increase
14007,2024-07-17,North,Lucknow,Online,Fanta,Carbonated,480,50,0,24000.0,30.2,9504.25,Yes,Direct,Bulk,39.6,Monsoon,Bronze,Effective,High,24.98,Repeat,Premium Buyer,Decrease
14008,2023-01-13,South,Kochi,Supermarket,Limca,Carbonated,426,35,5,14164.5,27.53,2436.64,No,Distributor,Bulk,17.2,Winter,Gold,Not Effective,High,24.77,Repeat,Regular Buyer,No Data
14009,2024-12-24,South,Bengaluru,Online,Sprite,Carbonated,132,25,0,3300.0,13.21,1555.74,No,Distributor,Medium,47.14,Winter,Bronze,Not Effective,Low,24.77,Repeat,Premium Buyer,Decrease
14010,2024-07-29,North,Chandigarh,Supermarket,Maaza,Juice,258,25,10,5805.0,15.97,1684.24,No,Direct,High,29.01,Monsoon,Gold,Not Effective,Medium,24.98,Repeat,Discount Lover,Increase
14011,2023-07-25,West,Ahmedabad,Supermarket,Maaza,Juice,143,50,0,7150.0,39.51,1500.06,Yes,Direct,Medium,20.98,Monsoon,Gold,Not Effective,Low,24.95,Repeat,Premium Buyer,Decrease
14012,2023-09-04,North,Lucknow,Supermarket,Fanta,Carbonated,212,50,5,10070.0,29.43,3831.04,Yes,Distributor,High,38.04,Monsoon,Gold,Not Effective,Medium,24.98,Repeat,Regular Buyer,Increase
14013,2024-10-12,North,Delhi,Kirana,Maaza,Juice,499,30,10,13473.0,19.38,3801.88,Yes,Distributor,Bulk,28.22,Monsoon,Silver,Effective,High,24.98,Repeat,Discount Lover,Increase
14014,2024-09-17,South,Chennai,Online,Maaza,Juice,215,40,0,8600.0,31.79,1765.64,No,Direct,High,20.53,Monsoon,Bronze,Not Effective,Medium,24.77,Repeat,Premium Buyer,Decrease
14015,2023-01-13,West,Ahmedabad,Supermarket,Fanta,Carbonated,101,35,10,3181.5,24.05,752.81,Yes,Distributor,Medium,23.66,Winter,Gold,Not Effective,Low,24.95,Repeat,Discount Lover,No Data
14016,2023-10-13,North,Chandigarh,Online,Minute Maid,Juice,328,25,0,8200.0,14.32,3503.0,No,Direct,Bulk,42.72,Monsoon,Bronze,Not Effective,High,24.98,Repeat,Premium Buyer,Increase
14017,2024-04-24,North,Delhi,Supermarket,Minute Maid,Juice,194,50,10,8730.0,39.25,1114.84,No,Distributor,High,12.77,Summer,Gold,Not Effective,Medium,24.98,Repeat,Discount Lover,Increase
14018,2024-07-14,South,Kochi,Supermarket,Coke,Carbonated,34,20,10,612.0,10.83,243.84,No,Direct,Low,39.84,Monsoon,Gold,Not Effective,Low,24.77,Repeat,Discount Lover,Decrease
14019,2023-01-27,West,Pune,Supermarket,Minute Maid,Juice,85,50,0,4250.0,28.71,1809.28,No,Direct,Medium,42.57,Winter,Gold,Not Effective,Low,24.95,Repeat,Premium Buyer,No Data
14020,2023-08-11,East,Patna,Kirana,Minute Maid,Juice,406,45,0,18270.0,23.45,8747.77,No,Direct,Bulk,47.88,Monsoon,Silver,Not Effective,High,25.3,Repeat,Premium Buyer,Increase
14021,2024-07-13,West,Pune,Supermarket,Coke,Carbonated,313,40,5,11894.0,29.44,2678.19,No,Direct,Bulk,22.52,Monsoon,Gold,Not Effective,High,24.95,Repeat,Regular Buyer,Decrease
14022,2024-05-26,West,Pune,Online,Limca,Carbonated,209,25,0,5225.0,13.71,2359.75,No,Direct,High,45.16,Summer,Bronze,Not Effective,Medium,24.95,Repeat,Premium Buyer,Increase
14023,2024-07-07,West,Surat,Supermarket,Fanta,Carbonated,123,20,5,2337.0,10.42,1055.84,Yes,Distributor,Medium,45.18,Monsoon,Gold,Not Effective,Low,24.95,Repeat,Regular Buyer,Increase
14024,2023-10-30,South,Hyderabad,Online,Minute Maid,Juice,57,20,5,1083.0,13.38,320.34,Yes,Direct,Medium,29.58,Monsoon,Bronze,Not Effective,Low,24.77,Repeat,Regular Buyer,Decrease
14025,2023-12-11,West,Surat,Supermarket,Minute Maid,Juice,46,35,0,1610.0,24.36,489.49,No,Distributor,Low,30.4,Winter,Gold,Not Effective,Low,24.95,Repeat,Premium Buyer,Decrease
14026,2023-04-10,East,Kolkata,Kirana,Sprite,Carbonated,105,45,15,4016.25,28.44,1029.92,No,Distributor,Medium,25.64,Summer,Silver,Not Effective,Low,25.3,Repeat,Discount Lover,Decrease
14027,2024-11-29,South,Bengaluru,Supermarket,Fanta,Carbonated,158,20,5,3002.0,15.95,481.96,No,Distributor,High,16.05,Winter,Gold,Not Effective,Medium,24.77,Repeat,Regular Buyer,Decrease
14028,2023-03-20,East,Patna,Kirana,Sprite,Carbonated,385,40,10,13860.0,27.56,3250.2,Yes,Direct,Bulk,23.45,Summer,Silver,Effective,High,25.3,Repeat,Discount Lover,Increase
14029,2023-10-09,North,Lucknow,Supermarket,Minute Maid,Juice,226,45,10,9153.0,27.74,2883.35,Yes,Direct,High,31.5,Monsoon,Gold,Not Effective,Medium,24.98,Repeat,Discount Lover,Increase
14030,2024-04-23,South,Bengaluru,Online,Maaza,Juice,493,25,0,12325.0,14.01,5416.74,No,Distributor,Bulk,43.95,Summer,Bronze,Not Effective,High,24.77,Repeat,Premium Buyer,Increase
14031,2024-04-11,East,Kolkata,Kirana,Maaza,Juice,167,30,15,4258.5,21.3,702.01,No,Direct,High,16.48,Summer,Silver,Not Effective,Medium,25.3,Repeat,Discount Lover,Increase
14032,2024-11-15,North,Jaipur,Supermarket,Fanta,Carbonated,197,40,0,7880.0,25.43,2870.01,Yes,Direct,High,36.42,Winter,Gold,Not Effective,Medium,24.98,Repeat,Premium Buyer,Decrease
14033,2023-08-12,West,Ahmedabad,Kirana,Limca,Carbonated,292,45,10,11826.0,33.02,2183.47,No,Distributor,High,18.46,Monsoon,Silver,Not Effective,Medium,24.95,Repeat,Discount Lover,Increase
14034,2023-08-03,West,Surat,Online,Sprite,Carbonated,283,20,15,4811.0,13.88,882.69,Yes,Distributor,High,18.35,Monsoon,Bronze,Effective,Medium,24.95,Repeat,Discount Lover,Increase
14035,2024-07-21,East,Guwahati,Kirana,Limca,Carbonated,154,30,5,4389.0,23.63,750.24,No,Direct,High,17.09,Monsoon,Silver,Not Effective,Medium,25.3,Repeat,Regular Buyer,Decrease
14036,2024-06-17,West,Surat,Supermarket,Fanta,Carbonated,37,50,0,1850.0,31.26,693.51,Yes,Distributor,Low,37.49,Summer,Gold,Not Effective,Low,24.95,Repeat,Premium Buyer,Increase
14037,2023-12-05,North,Chandigarh,Online,Limca,Carbonated,23,50,15,977.5,35.65,157.51,Yes,Distributor,Low,16.11,Winter,Bronze,Not Effective,Low,24.98,Repeat,Discount Lover,Decrease
14038,2024-10-24,West,Surat,Supermarket,Limca,Carbonated,167,40,5,6346.0,31.91,1017.26,Yes,Direct,High,16.03,Monsoon,Gold,Not Effective,Medium,24.95,Repeat,Regular Buyer,Decrease
14039,2023-12-01,South,Bengaluru,Online,Fanta,Carbonated,360,35,5,11970.0,24.79,3047.28,No,Direct,Bulk,25.46,Winter,Bronze,Not Effective,High,24.77,Repeat,Regular Buyer,Increase
14040,2023-05-26,South,Kochi,Online,Coke,Carbonated,350,45,15,13387.5,33.06,1815.95,No,Distributor,Bulk,13.56,Summer,Bronze,Not Effective,High,24.77,Repeat,Discount Lover,Increase
14041,2023-11-11,East,Patna,Supermarket,Sprite,Carbonated,237,25,10,5332.5,13.96,2023.68,No,Distributor,High,37.95,Winter,Gold,Not Effective,Medium,25.3,Repeat,Discount Lover,Increase
14042,2024-06-20,East,Patna,Supermarket,Fanta,Carbonated,247,50,15,10497.5,38.8,913.62,No,Distributor,High,8.7,Summer,Gold,Not Effective,Medium,25.3,Repeat,Discount Lover,Increase
14043,2023-07-06,North,Chandigarh,Online,Fanta,Carbonated,357,20,5,6783.0,14.29,1682.15,Yes,Distributor,Bulk,24.8,Monsoon,Bronze,Effective,High,24.98,Repeat,Regular Buyer,Increase
14044,2024-07-15,East,Patna,Kirana,Coke,Carbonated,234,45,5,10003.5,25.46,4046.36,No,Distributor,High,40.45,Monsoon,Silver,Not Effective,Medium,25.3,Repeat,Regular Buyer,Decrease
14045,2024-06-20,North,Chandigarh,Online,Coke,Carbonated,46,45,0,2070.0,29.43,716.37,No,Direct,Low,34.61,Summer,Bronze,Not Effective,Low,24.98,Repeat,Premium Buyer,Decrease
14046,2024-09-27,South,Chennai,Supermarket,Minute Maid,Juice,423,35,5,14064.75,23.31,4203.4,Yes,Distributor,Bulk,29.89,Monsoon,Gold,Effective,High,24.77,Repeat,Regular Buyer,Decrease
14047,2023-06-11,South,Bengaluru,Supermarket,Fanta,Carbonated,370,45,15,14152.5,30.03,3039.69,No,Direct,Bulk,21.48,Summer,Gold,Not Effective,High,24.77,Repeat,Discount Lover,Increase
14048,2024-10-29,South,Hyderabad,Online,Minute Maid,Juice,425,35,5,14131.25,21.91,4820.76,No,Distributor,Bulk,34.11,Monsoon,Bronze,Not Effective,High,24.77,Repeat,Regular Buyer,Increase
14049,2024-03-29,East,Guwahati,Online,Minute Maid,Juice,320,40,0,12800.0,28.26,3758.26,No,Direct,Bulk,29.36,Summer,Bronze,Not Effective,High,25.3,Repeat,Premium Buyer,Decrease
14050,2023-08-22,South,Hyderabad,Supermarket,Maaza,Juice,326,45,10,13203.0,23.22,5633.13,No,Direct,Bulk,42.67,Monsoon,Gold,Not Effective,High,24.77,Repeat,Discount Lover,Decrease
14051,2023-10-23,North,Chandigarh,Online,Limca,Carbonated,182,35,10,5733.0,23.07,1534.93,No,Distributor,High,26.77,Monsoon,Bronze,Not Effective,Medium,24.98,Repeat,Discount Lover,Increase
14052,2023-06-25,West,Mumbai,Kirana,Fanta,Carbonated,348,20,5,6612.0,10.97,2794.2,No,Direct,Bulk,42.26,Summer,Silver,Not Effective,High,24.95,Repeat,Regular Buyer,Decrease
14053,2023-10-31,South,Chennai,Online,Minute Maid,Juice,311,20,5,5909.0,10.35,2690.31,No,Direct,Bulk,45.53,Monsoon,Bronze,Not Effective,High,24.77,Repeat,Regular Buyer,Decrease
14054,2024-08-21,West,Pune,Online,Sprite,Carbonated,74,45,15,2830.5,33.84,326.57,No,Distributor,Medium,11.54,Monsoon,Bronze,Not Effective,Low,24.95,Repeat,Discount Lover,Increase
14055,2023-06-21,North,Chandigarh,Supermarket,Fanta,Carbonated,235,20,10,4230.0,12.04,1400.06,No,Distributor,High,33.1,Summer,Gold,Not Effective,Medium,24.98,Repeat,Discount Lover,Decrease
14056,2024-06-30,North,Lucknow,Kirana,Limca,Carbonated,10,20,5,190.0,11.98,70.19,No,Distributor,Low,36.94,Summer,Silver,Not Effective,Low,24.98,Repeat,Regular Buyer,Decrease
14057,2023-08-28,West,Surat,Online,Minute Maid,Juice,72,30,10,1944.0,23.51,251.01,No,Direct,Medium,12.91,Monsoon,Bronze,Not Effective,Low,24.95,Repeat,Discount Lover,Decrease
14058,2024-11-04,South,Chennai,Kirana,Coke,Carbonated,390,35,0,13650.0,19.22,6154.32,Yes,Direct,Bulk,45.09,Winter,Silver,Effective,High,24.77,Repeat,Premium Buyer,Decrease
14059,2023-05-06,North,Lucknow,Supermarket,Sprite,Carbonated,332,20,5,6308.0,12.47,2167.77,No,Direct,Bulk,34.37,Summer,Gold,Not Effective,High,24.98,Repeat,Regular Buyer,Decrease
